trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.001, 'e': 0.999000499833375}",20,0,-115.44475169344524,"{0: 15, 1: 0, 2: 1, 3: 2, 4: 2}",0
2,False,"{'a': 0.001, 'e': 0.9980019986673331}",20,0,-144.7917108200313,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
3,False,"{'a': 0.001, 'e': 0.997004495503373}",25,0,-53.28356427864411,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
4,False,"{'a': 0.001, 'e': 0.9960079893439915}",30,0,-202.47335548762405,"{0: 14, 1: 3, 2: 10, 3: 1, 4: 2}",0
5,False,"{'a': 0.001, 'e': 0.9950124791926823}",25,0,-81.12560046143264,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
6,False,"{'a': 0.001, 'e': 0.9940179640539353}",25,0,-171.39728628626466,"{0: 10, 1: 6, 2: 7, 3: 0, 4: 2}",0
7,False,"{'a': 0.001, 'e': 0.9930244429332351}",20,0,-76.47592454753838,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
8,False,"{'a': 0.001, 'e': 0.9920319148370607}",30,0,-100.99114009126515,"{0: 20, 1: 1, 2: 8, 3: 0, 4: 1}",0
9,False,"{'a': 0.001, 'e': 0.9910403787728836}",20,0,-204.68720304812788,"{0: 8, 1: 4, 2: 4, 3: 0, 4: 4}",0
10,False,"{'a': 0.001, 'e': 0.9900498337491681}",25,0,-179.75770128743648,"{0: 14, 1: 1, 2: 7, 3: 0, 4: 3}",0
11,False,"{'a': 0.001, 'e': 0.9890602787753687}",20,0,-161.43152349208898,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
12,False,"{'a': 0.001, 'e': 0.9880717128619305}",20,0,-90.3127293098101,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
13,False,"{'a': 0.001, 'e': 0.9870841350202876}",30,0,-133.51709466285885,"{0: 16, 1: 4, 2: 7, 3: 3, 4: 0}",0
14,False,"{'a': 0.001, 'e': 0.9860975442628619}",25,0,-93.25472304904275,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
15,False,"{'a': 0.001, 'e': 0.9851119396030626}",25,0,-143.7531666699677,"{0: 15, 1: 4, 2: 2, 3: 2, 4: 2}",0
16,False,"{'a': 0.001, 'e': 0.9841273200552851}",30,0,-138.44463685763273,"{0: 18, 1: 4, 2: 4, 3: 3, 4: 1}",0
17,False,"{'a': 0.001, 'e': 0.9831436846349096}",20,0,-48.48831267371538,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
18,False,"{'a': 0.001, 'e': 0.9821610323583008}",20,0,-129.76158138809328,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
19,False,"{'a': 0.001, 'e': 0.981179362242806}",25,0,-65.02157591596675,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
20,False,"{'a': 0.001, 'e': 0.9801986733067553}",30,0,-173.24626825656256,"{0: 19, 1: 3, 2: 4, 3: 1, 4: 3}",0
21,False,"{'a': 0.001, 'e': 0.9792189645694596}",20,2,-207.0017083876804,"{0: 6, 1: 1, 2: 7, 3: 1, 4: 3}",1
22,False,"{'a': 0.001, 'e': 0.97824023505121}",20,0,-21.71098460504544,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
23,False,"{'a': 0.001, 'e': 0.9772624837732771}",25,0,-255.89918285017404,"{0: 8, 1: 5, 2: 8, 3: 0, 4: 4}",0
24,False,"{'a': 0.001, 'e': 0.9762857097579093}",25,0,-94.74353386615553,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
25,False,"{'a': 0.001, 'e': 0.9753099120283326}",25,0,-181.06628876887962,"{0: 13, 1: 3, 2: 4, 3: 3, 4: 2}",0
26,False,"{'a': 0.001, 'e': 0.9743350896087494}",20,0,-107.4820411998054,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
27,False,"{'a': 0.001, 'e': 0.9733612415243368}",25,0,-121.04484494679282,"{0: 14, 1: 4, 2: 4, 3: 2, 4: 1}",0
28,False,"{'a': 0.001, 'e': 0.9723883668012469}",25,0,-78.99261401005755,"{0: 15, 1: 5, 2: 3, 3: 2, 4: 0}",0
29,False,"{'a': 0.001, 'e': 0.9714164644666048}",25,0,-172.46509740701896,"{0: 14, 1: 3, 2: 4, 3: 1, 4: 3}",0
30,False,"{'a': 0.001, 'e': 0.9704455335485082}",20,0,-113.85386144633544,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
31,False,"{'a': 0.001, 'e': 0.9694755730760259}",20,0,-13.242559115182063,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
32,False,"{'a': 0.001, 'e': 0.9685065820791976}",25,0,-101.80363058558117,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
33,False,"{'a': 0.001, 'e': 0.967538559589032}",25,0,-55.16715259149877,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
34,False,"{'a': 0.001, 'e': 0.9665715046375066}",30,0,-76.6625778288212,"{0: 23, 1: 0, 2: 6, 3: 0, 4: 1}",0
35,False,"{'a': 0.001, 'e': 0.9656054162575665}",25,6,-60.93734263771202,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 0}",1
36,False,"{'a': 0.001, 'e': 0.9646402934831231}",20,0,-155.61595918499702,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
37,False,"{'a': 0.001, 'e': 0.9636761353490535}",20,0,-40.392835022329685,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
38,False,"{'a': 0.001, 'e': 0.9627129408911995}",25,0,-70.98130289927806,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
39,False,"{'a': 0.001, 'e': 0.9617507091463667}",20,0,-105.73214521778124,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
40,False,"{'a': 0.001, 'e': 0.9607894391523232}",25,0,-152.64464412707693,"{0: 12, 1: 5, 2: 6, 3: 0, 4: 2}",0
41,False,"{'a': 0.001, 'e': 0.9598291299477989}",25,0,-131.02760471046835,"{0: 17, 1: 1, 2: 3, 3: 2, 4: 2}",0
42,False,"{'a': 0.001, 'e': 0.9588697805724845}",20,0,-103.1305077646717,"{0: 10, 1: 3, 2: 4, 3: 3, 4: 0}",0
43,False,"{'a': 0.001, 'e': 0.9579113900670306}",20,11,-23.115386853035105,"{0: 5, 1: 1, 2: 3, 3: 0, 4: 0}",1
44,False,"{'a': 0.001, 'e': 0.9569539574730467}",25,0,-198.61707588537976,"{0: 12, 1: 6, 2: 2, 3: 2, 4: 3}",0
45,False,"{'a': 0.001, 'e': 0.9559974818331}",20,0,-138.86120621553093,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
46,False,"{'a': 0.001, 'e': 0.9550419621907147}",20,3,-30.562486692438334,"{0: 10, 1: 5, 2: 2, 3: 0, 4: 0}",1
47,False,"{'a': 0.001, 'e': 0.9540873975903711}",20,0,-35.49680136675159,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
48,False,"{'a': 0.001, 'e': 0.9531337870775047}",25,0,-182.3277972828461,"{0: 14, 1: 3, 2: 4, 3: 1, 4: 3}",0
49,False,"{'a': 0.001, 'e': 0.9521811296985049}",25,0,-153.00787317311477,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
50,False,"{'a': 0.001, 'e': 0.951229424500714}",25,0,-114.43857945466694,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
51,False,"{'a': 0.001, 'e': 0.950278670532427}",30,16,-57.54613725243736,"{0: 8, 1: 3, 2: 2, 3: 0, 4: 1}",1
52,False,"{'a': 0.001, 'e': 0.9493288668428895}",20,0,-64.98092134960237,"{0: 11, 1: 5, 2: 3, 3: 1, 4: 0}",0
53,False,"{'a': 0.001, 'e': 0.9483800124822982}",25,0,-61.94962277318356,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
54,False,"{'a': 0.001, 'e': 0.9474321065017983}",25,11,-33.99415147751178,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 0}",1
55,False,"{'a': 0.001, 'e': 0.9464851479534838}",20,0,-61.765056750628915,"{0: 10, 1: 6, 2: 4, 3: 0, 4: 0}",0
56,False,"{'a': 0.001, 'e': 0.9455391358903963}",20,6,-61.9008170649892,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 1}",1
57,False,"{'a': 0.001, 'e': 0.9445940693665233}",20,0,-47.35919765369714,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
58,False,"{'a': 0.001, 'e': 0.9436499474367985}",25,0,-197.32287133356417,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 4}",0
59,False,"{'a': 0.001, 'e': 0.9427067691570997}",25,0,-190.22679888019988,"{0: 11, 1: 2, 2: 9, 3: 1, 4: 2}",0
60,False,"{'a': 0.001, 'e': 0.9417645335842487}",20,0,-17.011482044042417,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 0}",0
61,False,"{'a': 0.001, 'e': 0.9408232397760097}",30,13,-181.83754745586344,"{0: 6, 1: 2, 2: 4, 3: 3, 4: 2}",1
62,False,"{'a': 0.001, 'e': 0.9398828867910889}",25,0,-102.26589516554787,"{0: 15, 1: 5, 2: 3, 3: 1, 4: 1}",0
63,False,"{'a': 0.001, 'e': 0.9389434736891332}",20,0,-41.606709470718876,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
64,False,"{'a': 0.001, 'e': 0.9380049995307295}",20,0,-44.59759879116836,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
65,False,"{'a': 0.001, 'e': 0.9370674633774034}",30,0,-225.1261189881725,"{0: 17, 1: 5, 2: 2, 3: 2, 4: 4}",0
66,False,"{'a': 0.001, 'e': 0.9361308642916188}",30,0,-155.29951131471688,"{0: 19, 1: 2, 2: 5, 3: 2, 4: 2}",0
67,False,"{'a': 0.001, 'e': 0.9351952013367766}",20,2,-24.580736478366806,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 0}",1
68,False,"{'a': 0.001, 'e': 0.9342604735772135}",20,0,-47.98717995381953,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
69,False,"{'a': 0.001, 'e': 0.933326680078202}",20,0,-48.883217504100806,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
70,False,"{'a': 0.001, 'e': 0.9323938199059483}",30,0,-132.7952726287699,"{0: 17, 1: 4, 2: 7, 3: 1, 4: 1}",0
71,False,"{'a': 0.001, 'e': 0.9314618921275921}",20,11,2.3704978091947755,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
72,False,"{'a': 0.001, 'e': 0.9305308958112057}",20,0,-38.74158111882051,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
73,False,"{'a': 0.001, 'e': 0.9296008300257927}",25,0,-51.969843923455024,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
74,False,"{'a': 0.001, 'e': 0.9286716938412872}",35,0,-285.27436059218127,"{0: 19, 1: 3, 2: 6, 3: 2, 4: 5}",0
75,False,"{'a': 0.001, 'e': 0.9277434863285529}",25,0,-84.54214315819972,"{0: 14, 1: 4, 2: 6, 3: 1, 4: 0}",0
76,False,"{'a': 0.001, 'e': 0.9268162065593822}",20,0,-45.66774301797521,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
77,False,"{'a': 0.001, 'e': 0.9258898536064953}",30,0,-194.08791803294292,"{0: 17, 1: 3, 2: 6, 3: 1, 4: 3}",0
78,False,"{'a': 0.001, 'e': 0.9249644265435393}",20,0,-60.67280176565298,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
79,False,"{'a': 0.001, 'e': 0.9240399244450868}",25,0,-105.08762428255875,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
80,False,"{'a': 0.001, 'e': 0.9231163463866358}",20,0,-73.43223001042347,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
81,False,"{'a': 0.001, 'e': 0.922193691444608}",20,0,-42.55891234087172,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
82,False,"{'a': 0.001, 'e': 0.9212719586963487}",25,0,-94.186174468105,"{0: 12, 1: 5, 2: 8, 3: 0, 4: 0}",0
83,False,"{'a': 0.001, 'e': 0.9203511472201247}",20,0,-100.59150051127457,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
84,False,"{'a': 0.001, 'e': 0.9194312560951247}",30,0,-109.73830331045525,"{0: 21, 1: 4, 2: 2, 3: 1, 4: 2}",0
85,False,"{'a': 0.001, 'e': 0.9185122844014574}",25,0,-132.5213749748903,"{0: 14, 1: 5, 2: 3, 3: 1, 4: 2}",0
86,False,"{'a': 0.001, 'e': 0.9175942312201509}",20,0,-22.003987917124505,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
87,False,"{'a': 0.001, 'e': 0.9166770956331523}",30,0,-92.02977865875195,"{0: 24, 1: 0, 2: 2, 3: 3, 4: 1}",0
88,False,"{'a': 0.001, 'e': 0.9157608767233256}",25,0,-120.35317102287571,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
89,False,"{'a': 0.001, 'e': 0.914845573574452}",30,0,-55.6138243996278,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
90,False,"{'a': 0.001, 'e': 0.9139311852712282}",20,0,-80.20022574701693,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
91,False,"{'a': 0.001, 'e': 0.9130177108992658}",20,0,-81.76164105134835,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
92,False,"{'a': 0.001, 'e': 0.9121051495450904}",20,0,-148.9443658682495,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 2}",0
93,False,"{'a': 0.001, 'e': 0.9111935002961405}",30,0,-91.39789397242042,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",0
94,False,"{'a': 0.001, 'e': 0.910282762240767}",25,7,-47.458659145240595,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
95,False,"{'a': 0.001, 'e': 0.9093729344682314}",30,0,-87.8617710601646,"{0: 22, 1: 3, 2: 3, 3: 1, 4: 1}",0
96,False,"{'a': 0.001, 'e': 0.9084640160687062}",20,8,-90.22628906935282,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 2}",1
97,False,"{'a': 0.001, 'e': 0.9075560061332727}",30,0,-225.95075543277767,"{0: 12, 1: 4, 2: 8, 3: 5, 4: 1}",0
98,False,"{'a': 0.001, 'e': 0.9066489037539209}",30,19,-44.84421957903062,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
99,False,"{'a': 0.001, 'e': 0.9057427080235485}",25,0,-127.40332186947445,"{0: 16, 1: 2, 2: 3, 3: 3, 4: 1}",0
100,False,"{'a': 0.001, 'e': 0.9048374180359595}",25,0,-146.89086544007517,"{0: 14, 1: 1, 2: 8, 3: 0, 4: 2}",0
101,False,"{'a': 0.001, 'e': 0.9039330328858641}",20,6,-61.10901531967654,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
102,False,"{'a': 0.001, 'e': 0.9030295516688768}",20,0,-95.22873360519647,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
103,False,"{'a': 0.001, 'e': 0.9021269734815165}",35,0,-239.61120103763045,"{0: 21, 1: 2, 2: 7, 3: 1, 4: 4}",0
104,False,"{'a': 0.001, 'e': 0.9012252974212047}",20,0,-60.81176012829768,"{0: 11, 1: 5, 2: 3, 3: 1, 4: 0}",0
105,False,"{'a': 0.001, 'e': 0.9003245225862656}",25,0,-193.88230833382707,"{0: 13, 1: 2, 2: 4, 3: 4, 4: 2}",0
106,False,"{'a': 0.001, 'e': 0.899424648075924}",20,0,-18.501152277559754,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
107,False,"{'a': 0.001, 'e': 0.8985256729903055}",25,0,-139.70293910639643,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
108,False,"{'a': 0.001, 'e': 0.8976275964304349}",20,0,-106.12639409718052,"{0: 13, 1: 2, 2: 1, 3: 3, 4: 1}",0
109,False,"{'a': 0.001, 'e': 0.8967304174982355}",25,0,-142.4129534495335,"{0: 13, 1: 5, 2: 5, 3: 0, 4: 2}",0
110,False,"{'a': 0.001, 'e': 0.8958341352965282}",25,0,-120.61137499409631,"{0: 15, 1: 3, 2: 3, 3: 3, 4: 1}",0
111,False,"{'a': 0.001, 'e': 0.894938748929031}",20,0,-83.57416621339284,"{0: 11, 1: 2, 2: 5, 3: 2, 4: 0}",0
112,False,"{'a': 0.001, 'e': 0.8940442575003572}",25,0,-51.96407669597302,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
113,False,"{'a': 0.001, 'e': 0.8931506601160155}",20,0,-75.29707914995701,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
114,False,"{'a': 0.001, 'e': 0.8922579558824083}",25,0,-201.37184388215144,"{0: 15, 1: 2, 2: 3, 3: 1, 4: 4}",0
115,False,"{'a': 0.001, 'e': 0.8913661439068313}",30,5,-51.68713667379901,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",1
116,False,"{'a': 0.001, 'e': 0.8904752232974726}",20,0,-41.88423001005189,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
117,False,"{'a': 0.001, 'e': 0.8895851931634113}",20,0,-166.1543287168533,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
118,False,"{'a': 0.001, 'e': 0.8886960526146174}",30,16,-72.04902264860544,"{0: 10, 1: 0, 2: 1, 3: 2, 4: 1}",1
119,False,"{'a': 0.001, 'e': 0.8878078007619501}",20,0,-181.81281224646648,"{0: 9, 1: 2, 2: 6, 3: 0, 4: 3}",0
120,False,"{'a': 0.001, 'e': 0.8869204367171575}",25,5,-81.86604442811245,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",1
121,False,"{'a': 0.001, 'e': 0.8860339595928756}",20,3,-110.79481745847117,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 2}",1
122,False,"{'a': 0.001, 'e': 0.8851483685026271}",20,0,-29.596047831793808,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
123,False,"{'a': 0.001, 'e': 0.8842636625608209}",30,0,-150.55363069625122,"{0: 18, 1: 4, 2: 5, 3: 1, 4: 2}",0
124,False,"{'a': 0.001, 'e': 0.8833798408827509}",30,0,-213.62571179408587,"{0: 16, 1: 3, 2: 6, 3: 2, 4: 3}",0
125,False,"{'a': 0.001, 'e': 0.8824969025845955}",25,10,-85.08792037732084,"{0: 8, 1: 2, 2: 3, 3: 1, 4: 1}",1
126,False,"{'a': 0.001, 'e': 0.8816148467834161}",20,0,-122.55778918553342,"{0: 9, 1: 4, 2: 5, 3: 1, 4: 1}",0
127,False,"{'a': 0.001, 'e': 0.880733672597157}",25,0,-145.55525687947505,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
128,False,"{'a': 0.001, 'e': 0.8798533791446438}",25,0,-93.99150808462808,"{0: 14, 1: 2, 2: 8, 3: 1, 4: 0}",0
129,False,"{'a': 0.001, 'e': 0.8789739655455832}",30,4,-120.41898886617528,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 2}",1
130,False,"{'a': 0.001, 'e': 0.8780954309205613}",25,9,-126.19725259846588,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 3}",1
131,False,"{'a': 0.001, 'e': 0.8772177743910435}",20,0,-53.424935213853956,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
132,False,"{'a': 0.001, 'e': 0.8763409950793732}",30,2,-91.72510704809648,"{0: 19, 1: 3, 2: 4, 3: 1, 4: 1}",1
133,False,"{'a': 0.001, 'e': 0.8754650921087711}",25,0,-56.24525102083446,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
134,False,"{'a': 0.001, 'e': 0.874590064603334}",25,13,-12.987186694937972,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
135,False,"{'a': 0.001, 'e': 0.8737159116880344}",25,15,-27.060035466012618,"{0: 8, 1: 0, 2: 0, 3: 2, 4: 0}",1
136,False,"{'a': 0.001, 'e': 0.8728426324887193}",20,0,-61.93766802512933,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
137,False,"{'a': 0.001, 'e': 0.8719702261321094}",25,0,-78.87981567594775,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
138,False,"{'a': 0.001, 'e': 0.8710986917457983}",25,5,-52.084704360251834,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",1
139,False,"{'a': 0.001, 'e': 0.8702280284582515}",25,0,-111.9583282052871,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
140,False,"{'a': 0.001, 'e': 0.8693582353988059}",20,0,-93.78463319896952,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
141,False,"{'a': 0.001, 'e': 0.8684893116976679}",20,6,-138.32290797252747,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 3}",1
142,False,"{'a': 0.001, 'e': 0.867621256485914}",20,10,4.96787778184862,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
143,False,"{'a': 0.001, 'e': 0.8667540688954889}",20,0,-119.40952287191075,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
144,False,"{'a': 0.001, 'e': 0.865887748059205}",25,0,-131.15235928148573,"{0: 14, 1: 2, 2: 6, 3: 2, 4: 1}",0
145,False,"{'a': 0.001, 'e': 0.8650222931107413}",20,0,-102.05987561544012,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
146,False,"{'a': 0.001, 'e': 0.8641577031846428}",25,0,-241.73825941898497,"{0: 9, 1: 4, 2: 7, 3: 2, 4: 3}",0
147,False,"{'a': 0.001, 'e': 0.8632939774163194}",30,6,-59.68973498750944,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 1}",1
148,False,"{'a': 0.001, 'e': 0.8624311149420455}",20,0,-130.57584652458561,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
149,False,"{'a': 0.001, 'e': 0.8615691148989583}",20,0,-69.51011481832484,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
150,False,"{'a': 0.001, 'e': 0.8607079764250578}",25,0,-65.28119476138467,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
151,False,"{'a': 0.001, 'e': 0.8598476986592055}",25,4,-217.59515787734978,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 5}",1
152,False,"{'a': 0.001, 'e': 0.8589882807411234}",20,0,-132.14030349006936,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
153,False,"{'a': 0.001, 'e': 0.8581297218113938}",25,0,-71.62849437595247,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
154,False,"{'a': 0.001, 'e': 0.8572720210114575}",25,0,-75.8802193456662,"{0: 17, 1: 2, 2: 3, 3: 3, 4: 0}",0
155,False,"{'a': 0.001, 'e': 0.8564151774836135}",25,0,-56.34270470738863,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",1
156,False,"{'a': 0.001, 'e': 0.8555591903710185}",25,0,-91.0894091036653,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
157,False,"{'a': 0.001, 'e': 0.8547040588176851}",30,0,-366.59940066223226,"{0: 13, 1: 2, 2: 6, 3: 2, 4: 7}",0
158,False,"{'a': 0.001, 'e': 0.8538497819684817}",20,0,-132.0089149134789,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
159,False,"{'a': 0.001, 'e': 0.8529963589691315}",30,18,-2.3215358530867376,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
160,False,"{'a': 0.001, 'e': 0.8521437889662113}",20,5,-53.9138022799162,"{0: 11, 1: 2, 2: 0, 3: 1, 4: 1}",1
161,False,"{'a': 0.001, 'e': 0.8512920711071511}",20,0,-49.92750203294202,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
162,False,"{'a': 0.001, 'e': 0.850441204540233}",20,0,-91.72504010370116,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
163,False,"{'a': 0.001, 'e': 0.8495911884145902}",20,9,-111.21336682369802,"{0: 5, 1: 2, 2: 1, 3: 1, 4: 2}",1
164,False,"{'a': 0.001, 'e': 0.8487420218802068}",25,0,-17.415983679203325,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
165,False,"{'a': 0.001, 'e': 0.8478937040879159}",25,8,-73.0781904293458,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 1}",1
166,False,"{'a': 0.001, 'e': 0.8470462341893996}",25,0,-61.800602471582934,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
167,False,"{'a': 0.001, 'e': 0.8461996113371882}",30,10,-51.53348112216503,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",1
168,False,"{'a': 0.001, 'e': 0.8453538346846587}",30,3,-70.80567719178345,"{0: 18, 1: 4, 2: 4, 3: 0, 4: 1}",1
169,False,"{'a': 0.001, 'e': 0.8445089033860343}",25,16,-70.91029224567072,"{0: 5, 1: 0, 2: 2, 3: 1, 4: 1}",1
170,False,"{'a': 0.001, 'e': 0.8436648165963837}",20,9,10.74499565950316,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.001, 'e': 0.8428215734716199}",25,0,-24.927335305068972,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
172,False,"{'a': 0.001, 'e': 0.8419791731684999}",20,0,-52.66167656992943,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
173,False,"{'a': 0.001, 'e': 0.8411376148446232}",35,0,-246.40406869163772,"{0: 21, 1: 3, 2: 6, 3: 0, 4: 5}",0
174,False,"{'a': 0.001, 'e': 0.8402968976584314}",30,13,-89.37693815123231,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 2}",1
175,False,"{'a': 0.001, 'e': 0.8394570207692074}",20,0,-114.73652725823243,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
176,False,"{'a': 0.001, 'e': 0.838617983337074}",25,0,-146.8180090267751,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",0
177,False,"{'a': 0.001, 'e': 0.8377797845229938}",20,14,-31.454494309251245,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
178,False,"{'a': 0.001, 'e': 0.8369424234887681}",20,0,-126.50147542396734,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
179,False,"{'a': 0.001, 'e': 0.8361058993970355}",25,13,10.61052812968332,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
180,False,"{'a': 0.001, 'e': 0.835270211411272}",30,14,-100.31695779804383,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 2}",1
181,False,"{'a': 0.001, 'e': 0.8344353586957896}",20,0,-49.45631226777237,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
182,False,"{'a': 0.001, 'e': 0.8336013404157353}",20,10,10.479033775066803,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.001, 'e': 0.832768155737091}",20,15,6.149035365058154,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.001, 'e': 0.8319358038266718}",20,7,-30.283621112347834,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 0}",1
