trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1196,False,"{'a': 0.001, 'e': 0.3024014015294998}",20,0,-11.334622065194441,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
1197,False,"{'a': 0.001, 'e': 0.3020991512782834}",20,2,6.629926525443033,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1198,False,"{'a': 0.001, 'e': 0.3017972031262435}",20,0,-57.80732777480443,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
1199,False,"{'a': 0.001, 'e': 0.3014955567714318}",20,0,-32.76972441745858,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
1200,False,"{'a': 0.001, 'e': 0.30119421191220214}",25,15,6.222216212078317,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
1201,False,"{'a': 0.001, 'e': 0.30089316824720935}",25,0,18.0597895256248,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
1202,False,"{'a': 0.001, 'e': 0.30059242547541}",25,6,11.621338457515968,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
1203,False,"{'a': 0.001, 'e': 0.30029198329606105}",35,12,22.7237349553648,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
1204,False,"{'a': 0.001, 'e': 0.2999918414087205}",35,14,21.232186229749956,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
1205,False,"{'a': 0.001, 'e': 0.2996919995132463}",20,12,1.2075969406521696,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1206,False,"{'a': 0.001, 'e': 0.2993924573097967}",25,10,28.863307161879483,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1207,False,"{'a': 0.001, 'e': 0.29909321449882925}",30,18,14.32924268255693,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1208,False,"{'a': 0.001, 'e': 0.29879427078110127}",25,8,9.944190708116832,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1209,False,"{'a': 0.001, 'e': 0.2984956258576689}",25,7,12.012497367737152,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
1210,False,"{'a': 0.001, 'e': 0.2981972794298874}",20,2,-9.385429616153509,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
1211,False,"{'a': 0.001, 'e': 0.2978992311994101}",30,24,12.37432436223129,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1212,False,"{'a': 0.001, 'e': 0.29760148086818883}",35,21,10.204002460087695,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
1213,False,"{'a': 0.001, 'e': 0.2973040281384732}",20,10,-21.671954621070043,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1214,False,"{'a': 0.001, 'e': 0.2970068727128105}",20,12,15.636502754112348,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1215,False,"{'a': 0.001, 'e': 0.29671001429404525}",25,20,9.735283857676047,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1216,False,"{'a': 0.001, 'e': 0.2964134525853191}",30,11,-70.41584778526672,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 2}",1
1217,False,"{'a': 0.001, 'e': 0.29611718729007014}",20,6,5.48217422056835,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1218,False,"{'a': 0.001, 'e': 0.2958212181120332}",20,0,-0.1950985576885933,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1219,False,"{'a': 0.001, 'e': 0.295525544755239}",25,4,-58.26088000035677,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 2}",1
1220,False,"{'a': 0.001, 'e': 0.2952301669240142}",25,2,32.09048310600375,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
1221,False,"{'a': 0.001, 'e': 0.2949350843229809}",20,2,12.046725308342959,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1222,False,"{'a': 0.001, 'e': 0.29464029665705654}",25,1,-15.24001263495387,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 0}",1
1223,False,"{'a': 0.001, 'e': 0.29434580363145335}",25,8,1.0341375428597244,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
1224,False,"{'a': 0.001, 'e': 0.29405160495167837}",20,14,-1.3932808405238486,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1225,False,"{'a': 0.001, 'e': 0.29375770032353277}",25,10,8.108821844528604,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1226,False,"{'a': 0.001, 'e': 0.2934640894531121}",20,16,8.37353532653826,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1227,False,"{'a': 0.001, 'e': 0.2931707720468052}",35,7,-44.72832409254017,"{0: 22, 1: 1, 2: 4, 3: 0, 4: 1}",1
1228,False,"{'a': 0.001, 'e': 0.2928777478112949}",20,13,8.921672007371827,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1229,False,"{'a': 0.001, 'e': 0.29258501645355667}",20,7,-37.82436769545744,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
1230,False,"{'a': 0.001, 'e': 0.2922925776808594}",25,0,-69.80375981823516,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",1
1231,False,"{'a': 0.001, 'e': 0.2920004312007641}",20,12,3.2788121202000764,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1232,False,"{'a': 0.001, 'e': 0.2917085767211244}",30,17,10.79348361811704,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1233,False,"{'a': 0.001, 'e': 0.2914170139500857}",20,12,3.4102704751754533,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1234,False,"{'a': 0.001, 'e': 0.2911257425960852}",25,13,9.205122173086448,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1235,False,"{'a': 0.001, 'e': 0.29083476236785155}",20,0,-53.27036482658191,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
1236,False,"{'a': 0.001, 'e': 0.2905440729744046}",30,4,19.675732154644052,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
1237,False,"{'a': 0.001, 'e': 0.2902536741250547}",25,16,4.629255404162529,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1238,False,"{'a': 0.001, 'e': 0.2899635655294032}",20,7,-0.32899289487856054,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
1239,False,"{'a': 0.001, 'e': 0.2896737468973414}",25,15,18.547218958322166,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1240,False,"{'a': 0.001, 'e': 0.2893842179390506}",20,11,-3.417354164143857,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
1241,False,"{'a': 0.001, 'e': 0.28909497836500186}",25,14,5.002652295180928,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1242,False,"{'a': 0.001, 'e': 0.28880602788595566}",35,17,-7.102235987270974,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
1243,False,"{'a': 0.001, 'e': 0.2885173662129613}",35,19,25.84490119789992,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1244,False,"{'a': 0.001, 'e': 0.2882289930573573}",25,18,0.5557722460648249,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1245,False,"{'a': 0.001, 'e': 0.2879409081307702}",35,13,-5.142148996280033,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
1246,False,"{'a': 0.001, 'e': 0.2876531111451154}",20,13,-31.648580081049655,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
1247,False,"{'a': 0.001, 'e': 0.28736560181259563}",25,17,-9.146208498725962,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1248,False,"{'a': 0.001, 'e': 0.28707837984570167}",35,25,18.001903607547575,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1249,False,"{'a': 0.001, 'e': 0.2867914449572114}",20,11,10.78916933031291,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1250,False,"{'a': 0.001, 'e': 0.2865047968601901}",20,6,-38.22545092823688,"{0: 9, 1: 0, 2: 5, 3: 0, 4: 0}",1
1251,False,"{'a': 0.001, 'e': 0.28621843526798946}",30,3,-2.822756353209363,"{0: 23, 1: 2, 2: 1, 3: 1, 4: 0}",1
1252,False,"{'a': 0.001, 'e': 0.285932359894248}",25,16,0.7276260654560267,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
1253,False,"{'a': 0.001, 'e': 0.28564657045289016}",30,21,-43.51445968521325,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
1254,False,"{'a': 0.001, 'e': 0.28536106665812666}",30,18,-22.604529676878425,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1255,False,"{'a': 0.001, 'e': 0.28507584822445353}",20,12,2.072131210277698,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1256,False,"{'a': 0.001, 'e': 0.2847909148666525}",35,23,14.183405938327681,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1257,False,"{'a': 0.001, 'e': 0.2845062662997899}",20,16,6.25793336500719,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1258,False,"{'a': 0.001, 'e': 0.28422190223921745}",20,6,11.612112679701548,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1259,False,"{'a': 0.001, 'e': 0.28393782240057086}",25,10,1.799952585159151,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1260,False,"{'a': 0.001, 'e': 0.2836540264997704}",30,8,-9.135058391505801,"{0: 19, 1: 1, 2: 0, 3: 2, 4: 0}",1
1261,False,"{'a': 0.001, 'e': 0.28337051425301996}",20,11,8.119301626782267,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1262,False,"{'a': 0.001, 'e': 0.2830872853768075}",20,8,-56.353140915915596,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
1263,False,"{'a': 0.001, 'e': 0.2828043395879039}",30,8,8.06395860765227,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
1264,False,"{'a': 0.001, 'e': 0.2825216766033636}",25,1,3.2135365580473763,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 0}",1
1265,False,"{'a': 0.001, 'e': 0.2822392961405233}",20,10,7.047189997436878,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
1266,False,"{'a': 0.001, 'e': 0.28195719791700274}",20,11,15.82225443182107,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1267,False,"{'a': 0.001, 'e': 0.28167538165070355}",25,12,26.529717730698017,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1268,False,"{'a': 0.001, 'e': 0.2813938470598095}",20,2,5.205698726824252,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1269,False,"{'a': 0.001, 'e': 0.281112593862786}",25,5,-57.43210677063236,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",1
1270,False,"{'a': 0.001, 'e': 0.2808316217783798}",25,15,16.5462111384148,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1271,False,"{'a': 0.001, 'e': 0.2805509305256187}",30,15,-33.1545380140901,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
1272,False,"{'a': 0.001, 'e': 0.28027051982381157}",30,4,20.53923479360138,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
1273,False,"{'a': 0.001, 'e': 0.27999038939254756}",25,16,15.273206845350737,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1274,False,"{'a': 0.001, 'e': 0.27971053895169634}",20,9,5.801787760276393,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1275,False,"{'a': 0.001, 'e': 0.2794309682214073}",20,10,-48.94823049122377,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
1276,False,"{'a': 0.001, 'e': 0.27915167692210985}",25,11,-0.3014734839321087,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1277,False,"{'a': 0.001, 'e': 0.2788726647745125}",20,10,17.20294886506119,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1278,False,"{'a': 0.001, 'e': 0.27859393149960326}",20,11,-28.66729489324247,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1279,False,"{'a': 0.001, 'e': 0.27831547681864865}",25,7,27.754163803754377,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1280,False,"{'a': 0.001, 'e': 0.27803730045319414}",25,15,18.93636913202102,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1281,False,"{'a': 0.001, 'e': 0.2777594021250632}",30,11,20.176105464036866,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1282,False,"{'a': 0.001, 'e': 0.2774817815563575}",25,8,-3.0177588998878697,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
1283,False,"{'a': 0.001, 'e': 0.2772044384694566}",20,8,25.949821884740146,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1284,False,"{'a': 0.001, 'e': 0.2769273725870171}",20,9,-46.91853639144945,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
1285,False,"{'a': 0.001, 'e': 0.2766505836319734}",30,13,-15.875004298098572,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
1286,False,"{'a': 0.001, 'e': 0.27637407132753633}",25,0,-8.815077649656555,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",1
1287,False,"{'a': 0.001, 'e': 0.2760978353971936}",20,12,-14.124999111762005,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
1288,False,"{'a': 0.001, 'e': 0.27582187556470933}",20,8,9.078297553425683,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1289,False,"{'a': 0.001, 'e': 0.2755461915541236}",30,14,-3.487992211163408,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
1290,False,"{'a': 0.001, 'e': 0.27527078308975234}",20,14,-39.313778191553006,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 1}",1
1291,False,"{'a': 0.001, 'e': 0.27499564989618713}",30,18,-99.51477113572373,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 2}",1
1292,False,"{'a': 0.001, 'e': 0.2747207916982947}",25,4,-47.86908385096096,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 1}",1
1293,False,"{'a': 0.001, 'e': 0.27444620822121696}",30,13,20.35022256698602,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1294,False,"{'a': 0.001, 'e': 0.2741718991903702}",20,0,-67.99191693890313,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
1295,False,"{'a': 0.001, 'e': 0.2738978643314456}",25,2,-27.195740221127092,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 1}",1
1296,False,"{'a': 0.001, 'e': 0.27362410337040804}",20,9,-17.6291930070798,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 0}",1
1297,False,"{'a': 0.001, 'e': 0.27335061603349675}",20,15,12.797011610672199,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1298,False,"{'a': 0.001, 'e': 0.2730774020472242}",20,0,5.217838711881138,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1299,False,"{'a': 0.001, 'e': 0.2728044611383765}",30,8,4.639410424238026,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
1300,False,"{'a': 0.001, 'e': 0.2725317930340126}",25,0,30.999172818203732,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1301,False,"{'a': 0.001, 'e': 0.2722593974614645}",30,8,11.578730752711355,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
1302,False,"{'a': 0.001, 'e': 0.2719872741483365}",25,1,-44.60316464346325,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 1}",1
1303,False,"{'a': 0.001, 'e': 0.27171542282250544}",30,17,-4.142170666623425,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
1304,False,"{'a': 0.001, 'e': 0.27144384321211973}",25,19,11.169930198743636,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1305,False,"{'a': 0.001, 'e': 0.2711725350455999}",20,15,7.9092893081620455,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1306,False,"{'a': 0.001, 'e': 0.27090149805163766}",20,3,-7.741401202298618,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1307,False,"{'a': 0.001, 'e': 0.2706307319591961}",20,10,-33.90452784888719,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
1308,False,"{'a': 0.001, 'e': 0.270360236497509}",20,0,5.733799535240915,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1309,False,"{'a': 0.001, 'e': 0.270090011396081}",30,4,-50.54763468067588,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 1}",1
1310,False,"{'a': 0.001, 'e': 0.2698200563846868}",20,7,11.746114632956116,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1311,False,"{'a': 0.001, 'e': 0.2695503711933716}",20,0,-19.99804961026378,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
1312,False,"{'a': 0.001, 'e': 0.26928095555244996}",20,14,2.266605643896511,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1313,False,"{'a': 0.001, 'e': 0.2690118091925064}",20,15,-13.559723589384827,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
1314,False,"{'a': 0.001, 'e': 0.26874293184439435}",25,4,-16.743178360743975,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 0}",1
1315,False,"{'a': 0.001, 'e': 0.2684743232392366}",25,15,22.813746000369708,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1316,False,"{'a': 0.001, 'e': 0.2682059831084244}",20,11,-38.47538335859724,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
1317,False,"{'a': 0.001, 'e': 0.26793791118361776}",20,6,-1.498479224602983,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1318,False,"{'a': 0.001, 'e': 0.26767010719674456}",20,6,25.037060676530036,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1319,False,"{'a': 0.001, 'e': 0.2674025708800009}",30,14,1.8047287374852805,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
1320,False,"{'a': 0.001, 'e': 0.26713530196585034}",20,10,-18.41728647624481,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
1321,False,"{'a': 0.001, 'e': 0.2668683001870241}",20,10,-45.26853060152787,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
1322,False,"{'a': 0.001, 'e': 0.2666015652765202}",25,10,4.12577686226062,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1323,False,"{'a': 0.001, 'e': 0.2663350969676039}",35,6,8.3926767028342,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 0}",1
1324,False,"{'a': 0.001, 'e': 0.26606889499380665}",20,2,-0.7165622108888954,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
1325,False,"{'a': 0.001, 'e': 0.2658029590889266}",30,10,25.714527460218,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
1326,False,"{'a': 0.001, 'e': 0.2655372889870278}",25,15,-23.0659401284278,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1327,False,"{'a': 0.001, 'e': 0.2652718844224401}",20,6,25.409449210081714,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1328,False,"{'a': 0.001, 'e': 0.2650067451297589}",30,14,8.471991137277747,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
1329,False,"{'a': 0.001, 'e': 0.26474187084384504}",35,0,-80.1297331631044,"{0: 29, 1: 1, 2: 3, 3: 0, 4: 2}",0
1330,False,"{'a': 0.001, 'e': 0.26447726129982396}",25,19,13.19301353736631,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1331,False,"{'a': 0.001, 'e': 0.2642129162330863}",20,3,21.025437277406777,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1332,False,"{'a': 0.001, 'e': 0.2639488353792868}",20,14,11.258496025238072,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1333,False,"{'a': 0.001, 'e': 0.2636850184743448}",25,0,25.905784477069425,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1334,False,"{'a': 0.001, 'e': 0.2634214652544431}",25,12,-0.9085292323667438,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
1335,False,"{'a': 0.001, 'e': 0.2631581754560287}",30,13,29.6407086170971,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1336,False,"{'a': 0.001, 'e': 0.26289514881581166}",25,20,8.804621519698916,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1337,False,"{'a': 0.001, 'e': 0.26263238507076536}",25,11,-36.66336925963704,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
1338,False,"{'a': 0.001, 'e': 0.262369883958126}",20,10,3.5122173698002452,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1339,False,"{'a': 0.001, 'e': 0.2621076452153925}",25,17,14.79497670770013,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1340,False,"{'a': 0.001, 'e': 0.261845668580326}",25,0,3.8205268397846837,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1341,False,"{'a': 0.001, 'e': 0.26158395379094995}",20,0,-15.365493227221588,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1342,False,"{'a': 0.001, 'e': 0.2613225005855494}",20,14,-2.3518902034154427,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1343,False,"{'a': 0.001, 'e': 0.2610613087026713}",25,17,16.50121503334616,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1344,False,"{'a': 0.001, 'e': 0.26080037788112365}",25,14,-9.266692047733075,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1345,False,"{'a': 0.001, 'e': 0.2605397078599756}",20,9,18.702339330399404,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1346,False,"{'a': 0.001, 'e': 0.2602792983785571}",20,0,-13.864624978433579,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1347,False,"{'a': 0.001, 'e': 0.26001914917645874}",20,4,-31.582057586802648,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 1}",1
1348,False,"{'a': 0.001, 'e': 0.2597592599935311}",20,12,6.232659821573433,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1349,False,"{'a': 0.001, 'e': 0.25949963056988523}",25,7,20.400701696147195,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1350,False,"{'a': 0.001, 'e': 0.2592402606458915}",20,9,19.74368953381137,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1351,False,"{'a': 0.001, 'e': 0.25898114996218}",25,14,19.255456572491465,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1352,False,"{'a': 0.001, 'e': 0.25872229825964005}",25,19,0.9135051427718637,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1353,False,"{'a': 0.001, 'e': 0.25846370527942}",25,17,16.32888068431607,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1354,False,"{'a': 0.001, 'e': 0.25820537076292666}",20,8,-3.124416642419044,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1355,False,"{'a': 0.001, 'e': 0.2579472944518257}",20,8,-7.959555260719258,"{0: 8, 1: 3, 2: 1, 3: 0, 4: 0}",1
1356,False,"{'a': 0.001, 'e': 0.25768947608804055}",25,18,-20.168241161870828,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
1357,False,"{'a': 0.001, 'e': 0.2574319154137531}",20,5,26.22633840473373,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1358,False,"{'a': 0.001, 'e': 0.2571746121714024}",20,13,5.9699458634595555,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1359,False,"{'a': 0.001, 'e': 0.25691756610368544}",20,5,25.535159529827418,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1360,False,"{'a': 0.001, 'e': 0.2566607769535559}",20,8,17.449163343087633,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1361,False,"{'a': 0.001, 'e': 0.2564042444642247}",20,6,-22.751632656213882,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
1362,False,"{'a': 0.001, 'e': 0.2561479683791593}",25,5,-1.902719908544022,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
1363,False,"{'a': 0.001, 'e': 0.25589194844208374}",20,0,-27.812341281152026,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
1364,False,"{'a': 0.001, 'e': 0.25563618439697783}",25,15,17.063134355866623,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1365,False,"{'a': 0.001, 'e': 0.2553806759880777}",25,18,8.235112082304965,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1366,False,"{'a': 0.001, 'e': 0.2551254229598748}",20,4,-37.64197255847111,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
1367,False,"{'a': 0.001, 'e': 0.25487042505711616}",30,16,-0.6570979428421977,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1368,False,"{'a': 0.001, 'e': 0.2546156820248037}",20,0,1.5775988477529872,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
1369,False,"{'a': 0.001, 'e': 0.25436119360819465}",25,20,9.11017531384831,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1370,False,"{'a': 0.001, 'e': 0.25410695955280027}",20,13,-48.347225207131565,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 1}",1
1371,False,"{'a': 0.001, 'e': 0.2538529796043867}",25,13,22.26257948436526,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1372,False,"{'a': 0.001, 'e': 0.25359925350897383}",25,19,6.309628249503001,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1373,False,"{'a': 0.001, 'e': 0.25334578101283567}",25,12,24.51384959359515,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1374,False,"{'a': 0.001, 'e': 0.25309256186249957}",35,23,-2.44812745717788,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1375,False,"{'a': 0.001, 'e': 0.25283959580474646}",20,0,6.265539047102725,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
1376,False,"{'a': 0.001, 'e': 0.2525868825866102}",20,0,0.572667505880808,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
1377,False,"{'a': 0.001, 'e': 0.25233442195537764}",20,8,12.787690857845115,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
